P3, tp=0, ts=0
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=832450704
P2, tp=37, ts=37, x0=233505176
P0, tp=37, ts=37, x0=457553794
P2, tp=37, ts=37, x0=581082069
P1, tp=37, ts=37, x0=704966705
P0, tp=37, ts=37, x0=271966508
P2, tp=37, ts=37, x0=165438464
P0, tp=37, ts=37, x0=772953242
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=494156074
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=325376519
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=962806943
P2, tp=37, ts=37, x0=578664180
P1, tp=37, ts=37, x0=657722270
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=983744135
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=153837864
P0, tp=37, ts=37, x0=227040778
P1, tp=37, ts=37, x0=415991708
P1, tp=37, ts=37, x0=110486257
P2, tp=37, ts=37, x0=702634031
P1, tp=37, ts=37, x0=772953242
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=211682117
P0, tp=37, ts=37, x0=718461621
P0, tp=37, ts=37, x0=493990097
P1, tp=37, ts=37, x0=865188871
P0, tp=37, ts=37, x0=490945495
P2, tp=37, ts=37, x0=184736686
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=140168451
P1, tp=37, ts=37, x0=264045258
P2, tp=37, ts=37, x0=878408406
P2, tp=37, ts=37, x0=832450704
P0, tp=37, ts=37, x0=567146121
P0, tp=37, ts=37, x0=878364548
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=935369817
P2, tp=37, ts=37, x0=543146063
P1, tp=37, ts=37, x0=878364548
P1, tp=37, ts=37, x0=233505176
P2, tp=37, ts=37, x0=962806943
P0, tp=37, ts=37, x0=959476770
P0, tp=37, ts=37, x0=493990097
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=569591631
P1, tp=37, ts=37, x0=767031138
P2, tp=37, ts=37, x0=939752307
P0, tp=37, ts=37, x0=868728659
P1, tp=37, ts=37, x0=553481002
P1, tp=37, ts=37, x0=702195684
P1, tp=37, ts=37, x0=65710328
P0, tp=37, ts=37, x0=647056230
P2, tp=37, ts=37, x0=748426135
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=567146121
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=11042700
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=745087510
P1, tp=37, ts=37, x0=476738074
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=875490691
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=65857934
P2, tp=37, ts=37, x0=830913797
P2, tp=37, ts=37, x0=581082069
P2, tp=37, ts=37, x0=865570865
P1, tp=37, ts=37, x0=962806943
P2, tp=37, ts=37, x0=490945495
P2, tp=37, ts=37, x0=825734906
P0, tp=37, ts=37, x0=600343420
P0, tp=37, ts=37, x0=647056230
P2, tp=37, ts=37, x0=627069538
P0, tp=37, ts=37, x0=260394635
P0, tp=37, ts=37, x0=387199876
P0, tp=37, ts=37, x0=457553794
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=600343420
P1, tp=37, ts=37, x0=918994204
P0, tp=37, ts=37, x0=494156074
P2, tp=37, ts=37, x0=324123657
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=486858207
P0, tp=37, ts=37, x0=490945495
P0, tp=37, ts=37, x0=490945495
P0, tp=37, ts=37, x0=567146121
P2, tp=37, ts=37, x0=704966705
P3, tp=37, ts=37
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=973169800
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=325376519
P3, tp=37, ts=37
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=702195684
P2, tp=37, ts=37, x0=569591631
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=702634031
P1, tp=37, ts=37, x0=918994204
P2, tp=37, ts=37, x0=110486257
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=271966508
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=868728659
P1, tp=37, ts=37, x0=832450704
P2, tp=37, ts=37, x0=704966705
P2, tp=37, ts=37, x0=493990097
P2, tp=37, ts=37, x0=233505176
P0, tp=37, ts=37, x0=748426135
P3, tp=37, ts=37
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=110486257
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=983744135
P1, tp=37, ts=37, x0=581082069
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=321754982
P0, tp=37, ts=37, x0=38587916
P2, tp=37, ts=37, x0=627069538
P2, tp=37, ts=37, x0=110486257
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=476738074
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=581082069
P0, tp=37, ts=37, x0=325376519
P0, tp=37, ts=37, x0=356812996
P0, tp=37, ts=37, x0=5357911
P0, tp=37, ts=37, x0=711063267
P1, tp=37, ts=37, x0=633488332
P0, tp=37, ts=37, x0=184736686
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=480947603
P2, tp=37, ts=37, x0=607996491
P1, tp=37, ts=37, x0=415991708
P1, tp=37, ts=37, x0=65710328
P0, tp=37, ts=37, x0=801130572
P2, tp=37, ts=37, x0=467095398
P1, tp=37, ts=37, x0=480947603
P1, tp=37, ts=37, x0=213161195
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=486858207
P2, tp=37, ts=37, x0=177962758
P2, tp=37, ts=37, x0=467095398
P1, tp=37, ts=37, x0=865570865
P1, tp=37, ts=37, x0=772953242
P0, tp=37, ts=37, x0=309058303
P1, tp=37, ts=37, x0=349560304
P0, tp=37, ts=37, x0=918994204
P2, tp=37, ts=37, x0=163293368
P2, tp=37, ts=37, x0=486858207
P0, tp=37, ts=37, x0=287361386
P0, tp=37, ts=37, x0=849013041
P1, tp=37, ts=37, x0=321754982
P2, tp=37, ts=37, x0=875490691
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=5357911
P2, tp=37, ts=37, x0=137727190
P2, tp=37, ts=37, x0=349560304
P1, tp=37, ts=37, x0=937157679
P0, tp=37, ts=37, x0=493990097
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=211682117
P1, tp=37, ts=37, x0=184736686
P0, tp=37, ts=37, x0=681478852
P1, tp=37, ts=37, x0=801130572
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=524394899
P2, tp=37, ts=37, x0=487150863
P2, tp=37, ts=37, x0=767031138
P1, tp=37, ts=37, x0=38587916
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=294876386
P2, tp=37, ts=37, x0=647056230
P1, tp=37, ts=37, x0=264045258
P1, tp=37, ts=37, x0=65857934
P1, tp=37, ts=37, x0=123069719
P0, tp=37, ts=37, x0=718461621
P0, tp=37, ts=37, x0=937157679
P1, tp=37, ts=37, x0=65710328
P1, tp=37, ts=37, x0=233505176
P2, tp=37, ts=37, x0=865188871
P1, tp=37, ts=37, x0=226647477
P2, tp=37, ts=37, x0=140168451
P2, tp=37, ts=37, x0=260394635
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=627069538
P1, tp=37, ts=37, x0=607996491
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=567146121
P1, tp=37, ts=37, x0=123069719
P0, tp=37, ts=37, x0=289995545
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=324123657
P2, tp=37, ts=37, x0=287361386
P0, tp=37, ts=37, x0=569591631
P0, tp=37, ts=37, x0=718461621
P1, tp=37, ts=37, x0=415991708
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=593514671
P2, tp=37, ts=37, x0=153837864
P2, tp=37, ts=37, x0=325376519
P2, tp=37, ts=37, x0=702195684
P1, tp=37, ts=37, x0=184736686
P1, tp=37, ts=37, x0=490945495
P0, tp=37, ts=37, x0=982687200
P2, tp=37, ts=37, x0=233505176
P1, tp=37, ts=37, x0=245558714
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=387199876
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=490945495
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=490945495
P1, tp=37, ts=37, x0=918994204
P2, tp=37, ts=37, x0=213161195
P2, tp=37, ts=37, x0=711063267
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=480947603
P0, tp=37, ts=37, x0=227040778
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=982687200
P1, tp=37, ts=37, x0=962806943
P1, tp=37, ts=37, x0=287361386
P0, tp=37, ts=37, x0=633488332
P2, tp=37, ts=37, x0=875490691
P3, tp=37, ts=37
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=633488332
P3, tp=37, ts=37
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=321754982
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=325376519
P1, tp=37, ts=37, x0=578664180
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=721251312
P0, tp=37, ts=37, x0=140168451
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=567146121
P1, tp=37, ts=37, x0=580664301
P1, tp=37, ts=37, x0=718461621
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=184736686
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=865570865
P2, tp=37, ts=37, x0=457553794
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=580664301
P1, tp=37, ts=37, x0=153837864
P1, tp=37, ts=37, x0=476738074
P1, tp=37, ts=37, x0=525259742
P2, tp=37, ts=37, x0=830913797
P1, tp=37, ts=37, x0=110486257
P2, tp=37, ts=37, x0=937157679
P1, tp=37, ts=37, x0=702195684
P2, tp=37, ts=37, x0=669356352
P1, tp=37, ts=37, x0=718461621
P3, tp=37, ts=37
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=702634031
P0, tp=37, ts=37, x0=483677613
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=271966508
P2, tp=37, ts=37, x0=490945495
P1, tp=37, ts=37, x0=76377667
P1, tp=37, ts=37, x0=553481002
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=748426135
P0, tp=37, ts=37, x0=721251312
P0, tp=37, ts=37, x0=485984037
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=732262951
P2, tp=37, ts=37, x0=962806943
P0, tp=37, ts=37, x0=415991708
P0, tp=37, ts=37, x0=140168451
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=875490691
P1, tp=37, ts=37, x0=297600458
P0, tp=37, ts=37, x0=490945495
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=390168494
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=748426135
P1, tp=37, ts=37, x0=321754982
P1, tp=37, ts=37, x0=702195684
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=865570865
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=664160481
P2, tp=37, ts=37, x0=277465602
P0, tp=37, ts=37, x0=607996491
P2, tp=37, ts=37, x0=177962758
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=213161195
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=732262951
P0, tp=37, ts=37, x0=524394899
P2, tp=37, ts=37, x0=360599909
P0, tp=37, ts=37, x0=415991708
P0, tp=37, ts=37, x0=487150863
P2, tp=37, ts=37, x0=287361386
P2, tp=37, ts=37, x0=593514671
P0, tp=37, ts=37, x0=486858207
P0, tp=37, ts=37, x0=211882364
P2, tp=37, ts=37, x0=569591631
P1, tp=37, ts=37, x0=578664180
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=745087510
P2, tp=37, ts=37, x0=593514671
P1, tp=37, ts=37, x0=211882364
P1, tp=37, ts=37, x0=226647477
P2, tp=37, ts=37, x0=647056230
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=264045258
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=792087128
P2, tp=37, ts=37, x0=875490691
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=801130572
P1, tp=37, ts=37, x0=953838726
P2, tp=37, ts=37, x0=488857561
P1, tp=37, ts=37, x0=227040778
P2, tp=37, ts=37, x0=657503854
P0, tp=37, ts=37, x0=801130572
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=681478852
P1, tp=37, ts=37, x0=748426135
P0, tp=37, ts=37, x0=277465602
P0, tp=37, ts=37, x0=711063267
P2, tp=37, ts=37, x0=294876386
P0, tp=37, ts=37, x0=451941467
P1, tp=37, ts=37, x0=184736686
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=718461621
P2, tp=37, ts=37, x0=94853762
P2, tp=37, ts=37, x0=962806943
P2, tp=37, ts=37, x0=211682117
P1, tp=37, ts=37, x0=309058303
P0, tp=37, ts=37, x0=664160481
P0, tp=37, ts=37, x0=140168451
P1, tp=37, ts=37, x0=76377667
P0, tp=37, ts=37, x0=451941467
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=226647477
P2, tp=37, ts=37, x0=94853762
P1, tp=37, ts=37, x0=229869798
P1, tp=37, ts=37, x0=182627378
P0, tp=37, ts=37, x0=524394899
P2, tp=37, ts=37, x0=580664301
P2, tp=37, ts=37, x0=213161195
P2, tp=37, ts=37, x0=184736686
P1, tp=37, ts=37, x0=76377667
P0, tp=37, ts=37, x0=872075940
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=860077432
P2, tp=37, ts=37, x0=279811457
P3, tp=37, ts=37
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=65857934
P0, tp=37, ts=37, x0=973169800
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=153837864
P0, tp=37, ts=37, x0=792087128
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=76377667
P1, tp=37, ts=37, x0=349560304
P1, tp=37, ts=37, x0=681478852
P0, tp=37, ts=37, x0=953838726
P0, tp=37, ts=37, x0=310144104
P1, tp=37, ts=37, x0=110486257
P0, tp=37, ts=37, x0=647056230
P2, tp=37, ts=37, x0=137727190
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=480947603
P3, tp=37, ts=37
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=490945495
P1, tp=37, ts=37, x0=600343420
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=211682117
P0, tp=37, ts=37, x0=279811457
P0, tp=37, ts=37, x0=525259742
P0, tp=37, ts=37, x0=297600458
P0, tp=37, ts=37, x0=457553794
P2, tp=37, ts=37, x0=831695629
P2, tp=37, ts=37, x0=878364548
P2, tp=37, ts=37, x0=264045258
P1, tp=37, ts=37, x0=165438464
P2, tp=37, ts=37, x0=569591631
P0, tp=37, ts=37, x0=593514671
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=310144104
P0, tp=37, ts=37, x0=718461621
P2, tp=37, ts=37, x0=860077432
P0, tp=37, ts=37, x0=415991708
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=360599909
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=211882364
P0, tp=37, ts=37, x0=664160481
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=953838726
P2, tp=37, ts=37, x0=878364548
P1, tp=37, ts=37, x0=65710328
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=937157679
P2, tp=37, ts=37, x0=294876386
P0, tp=37, ts=37, x0=325376519
P0, tp=37, ts=37, x0=647056230
P0, tp=37, ts=37, x0=918994204
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=633997081
P2, tp=37, ts=37, x0=287361386
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=860077432
P0, tp=37, ts=37, x0=711063267
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=664160481
P1, tp=37, ts=37, x0=486858207
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=321754982
P2, tp=37, ts=37, x0=633488332
P1, tp=37, ts=37, x0=199641051
P1, tp=37, ts=37, x0=324123657
P1, tp=37, ts=37, x0=260394635
P2, tp=37, ts=37, x0=123069719
P2, tp=37, ts=37, x0=349560304
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=227040778
P1, tp=37, ts=37, x0=674495787
P1, tp=37, ts=37, x0=681478852
P1, tp=37, ts=37, x0=569591631
P0, tp=37, ts=37, x0=184736686
P0, tp=37, ts=37, x0=493990097
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=140168451
P0, tp=37, ts=37, x0=105726308
P2, tp=37, ts=37, x0=772953242
P0, tp=37, ts=37, x0=324123657
P0, tp=37, ts=37, x0=825734906
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=718461621
P0, tp=37, ts=37, x0=633488332
P1, tp=37, ts=37, x0=490945495
P0, tp=37, ts=37, x0=717403672
P1, tp=37, ts=37, x0=718461621
P2, tp=37, ts=37, x0=277465602
P1, tp=37, ts=37, x0=745087510
P2, tp=37, ts=37, x0=184736686
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=65857934
P2, tp=37, ts=37, x0=324123657
P0, tp=37, ts=37, x0=123069719
P0, tp=37, ts=37, x0=65857934
P1, tp=37, ts=37, x0=350755749
P0, tp=37, ts=37, x0=569591631
P2, tp=37, ts=37, x0=633488332
P1, tp=37, ts=37, x0=213161195
P1, tp=37, ts=37, x0=647056230
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=415991708
P0, tp=37, ts=37, x0=953838726
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=177962758
P0, tp=37, ts=37, x0=832450704
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=349560304
P1, tp=37, ts=37, x0=953838726
P2, tp=37, ts=37, x0=748426135
P1, tp=37, ts=37, x0=487150863
P1, tp=37, ts=37, x0=647056230
P3, tp=37, ts=37
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=721251312
P3, tp=37, ts=37
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=140168451
P0, tp=37, ts=37, x0=717403672
P0, tp=37, ts=37, x0=81068147
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=657503854
P1, tp=37, ts=37, x0=486858207
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=140168451
P1, tp=37, ts=37, x0=140168451
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=309058303
P1, tp=37, ts=37, x0=153837864
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=350755749
P1, tp=37, ts=37, x0=65710328
P2, tp=37, ts=37, x0=593514671
P2, tp=37, ts=37, x0=297600458
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=567146121
P1, tp=37, ts=37, x0=309058303
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=294876386
P0, tp=37, ts=37, x0=487150863
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=702634031
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=602233274
P2, tp=37, ts=37, x0=647056230
P0, tp=37, ts=37, x0=748426135
P2, tp=37, ts=37, x0=349560304
P0, tp=37, ts=37, x0=674495787
P2, tp=37, ts=37, x0=11042700
P2, tp=37, ts=37, x0=233505176
P1, tp=37, ts=37, x0=65857934
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=289995545
P0, tp=37, ts=37, x0=153837864
P2, tp=37, ts=37, x0=65857934
P2, tp=37, ts=37, x0=493990097
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=81068147
P2, tp=37, ts=37, x0=953838726
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=792378798
P0, tp=37, ts=37, x0=865188871
P0, tp=37, ts=37, x0=717403672
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=959476770
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=233505176
P1, tp=37, ts=37, x0=633488332
P0, tp=37, ts=37, x0=657503854
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=81068147
P3, tp=37, ts=37
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=959476770
P2, tp=37, ts=37, x0=65710328
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=717403672
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=149681066
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=722577433
P3, tp=37, ts=37
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=937157679
P0, tp=37, ts=37, x0=488857561
P2, tp=37, ts=37, x0=567146121
P2, tp=37, ts=37, x0=105726308
P2, tp=37, ts=37, x0=956949605
P2, tp=37, ts=37, x0=297600458
P0, tp=37, ts=37, x0=170978924
P2, tp=37, ts=37, x0=937157679
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=748426135
P0, tp=37, ts=37, x0=182627378
P2, tp=37, ts=37, x0=490945495
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=674495787
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=732262951
P1, tp=37, ts=37, x0=65857934
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=792087128
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=580664301
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=664160481
P1, tp=37, ts=37, x0=918994204
P1, tp=37, ts=37, x0=607996491
P0, tp=37, ts=37, x0=956949605
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=165438464
P2, tp=37, ts=37, x0=324123657
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=801130572
P2, tp=37, ts=37, x0=525259742
P3, tp=37, ts=37
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=81068147
P0, tp=37, ts=37, x0=875490691
P0, tp=37, ts=37, x0=360599909
P0, tp=37, ts=37, x0=451941467
P1, tp=37, ts=37, x0=602233274
P2, tp=37, ts=37, x0=486858207
P0, tp=37, ts=37, x0=494156074
P0, tp=37, ts=37, x0=875490691
P0, tp=37, ts=37, x0=279811457
P0, tp=37, ts=37, x0=721251312
P0, tp=37, ts=37, x0=865188871
P2, tp=37, ts=37, x0=76377667
P0, tp=37, ts=37, x0=732262951
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=485984037
P2, tp=37, ts=37, x0=565161317
P3, tp=37, ts=37
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=480947603
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=325376519
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=702634031
P0, tp=37, ts=37, x0=953838726
P1, tp=37, ts=37, x0=485984037
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=524394899
P2, tp=37, ts=37, x0=565161317
P1, tp=37, ts=37, x0=486858207
P0, tp=37, ts=37, x0=401495536
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=137727190
P1, tp=37, ts=37, x0=260394635
P1, tp=37, ts=37, x0=297600458
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=494156074
P2, tp=37, ts=37, x0=772953242
P3, tp=37, ts=37
P1, tp=37, ts=37, x0=297600458
P0, tp=37, ts=37, x0=721251312
P1, tp=37, ts=37, x0=772953242
P1, tp=37, ts=37, x0=360599909
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=956949605
P0, tp=37, ts=37, x0=457553794
P1, tp=37, ts=37, x0=105726308
P2, tp=37, ts=37, x0=721251312
P2, tp=37, ts=37, x0=81068147
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=946090929
P0, tp=37, ts=37, x0=607996491
P3, tp=37, ts=37
P3, tp=37, ts=37
P0, tp=37, ts=37, x0=717403672
P2, tp=37, ts=37, x0=593514671
P1, tp=37, ts=37, x0=415991708
P3, tp=37, ts=37
P2, tp=37, ts=37, x0=297600458
P2, tp=37, ts=37, x0=891050166
P2, tp=37, ts=37, x0=872075940
P1, tp=37, ts=37, x0=349560304
P1, tp=37, ts=37, x0=565161317
P3, tp=37, ts=37
>WATERMARK 37<
P1, tp=38, ts=38, x0=524394899
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=153837864
P2, tp=38, ts=38, x0=211682117
P2, tp=38, ts=38, x0=702634031
P1, tp=38, ts=38, x0=105726308
P2, tp=38, ts=38, x0=718461621
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=110486257
P2, tp=38, ts=38, x0=647056230
P2, tp=38, ts=38, x0=973169800
P0, tp=38, ts=38, x0=801130572
P1, tp=38, ts=38, x0=633997081
P1, tp=38, ts=38, x0=709528562
P1, tp=38, ts=38, x0=360599909
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=105726308
P1, tp=38, ts=38, x0=865188871
P0, tp=38, ts=38, x0=717403672
P1, tp=38, ts=38, x0=709528562
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=81068147
P1, tp=38, ts=38, x0=451941467
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=647056230
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=593514671
P1, tp=38, ts=38, x0=953838726
P2, tp=38, ts=38, x0=792087128
P2, tp=38, ts=38, x0=953838726
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=875490691
P0, tp=38, ts=38, x0=325376519
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=633997081
P2, tp=38, ts=38, x0=657722270
P0, tp=38, ts=38, x0=589314752
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=401495536
P2, tp=38, ts=38, x0=937233492
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=277465602
P1, tp=38, ts=38, x0=865188871
P0, tp=38, ts=38, x0=875490691
P2, tp=38, ts=38, x0=25296274
P2, tp=38, ts=38, x0=490945495
P2, tp=38, ts=38, x0=123069719
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=748426135
P0, tp=38, ts=38, x0=721251312
P1, tp=38, ts=38, x0=600343420
P0, tp=38, ts=38, x0=123069719
P1, tp=38, ts=38, x0=748426135
P0, tp=38, ts=38, x0=792378798
P0, tp=38, ts=38, x0=878364548
P0, tp=38, ts=38, x0=718461621
P0, tp=38, ts=38, x0=451941467
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=762842987
P2, tp=38, ts=38, x0=991978967
P2, tp=38, ts=38, x0=149681066
P1, tp=38, ts=38, x0=352150578
P1, tp=38, ts=38, x0=991978967
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=294876386
P2, tp=38, ts=38, x0=163293368
P2, tp=38, ts=38, x0=395830515
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=294876386
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=991978967
P0, tp=38, ts=38, x0=488857561
P0, tp=38, ts=38, x0=81068147
P1, tp=38, ts=38, x0=865188871
P1, tp=38, ts=38, x0=123069719
P2, tp=38, ts=38, x0=973169800
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=569591631
P2, tp=38, ts=38, x0=352150578
P2, tp=38, ts=38, x0=772953242
P1, tp=38, ts=38, x0=732262951
P0, tp=38, ts=38, x0=478163595
P1, tp=38, ts=38, x0=801130572
P1, tp=38, ts=38, x0=962806943
